"TIME","FACTOR 1","FACTOR 2","Y","PDC RSG","PDCxT RSG","YBAR(k,t)","YBAR(.t)","YBAR(k.)","YBAR","R1","R2","R3","R4","R5","RCR1","RCR2","RCR3","RCR4","RCR5","PDC ID","PDC MAIN EFFECTS","PT ID","PT MAIN EFFECTS","PDCxPT ID","PDCxPT INTERACTION EFFECTS","F1 ID","F1 MAIN EFFECT","F2 ID","F2 MAIN EFFECT","F1xF2 ID","F1xF2 INTERACTION EFFECT","F1 MAIN EFFECTS","F2 MAIN EFFECTS","F1xF2 INTERACTION EFFECTS","TAGUCHI COMPONENT","TAGUCHI LOSS","PERCENT CONTRIBUTION TO LOSS","LOSS FUNCTION LABELS","TAGUCHI-COMPONENT","TAGUCHI-LOSS","PERCENT-CONTRIBUTION TO LOSS","LOSS-FUNCTION LABELS","VAS MU ESTIMATE","GLM MU ESTIMATE PDCxT","GLM MU ESTIMATE F1-F2","VAS PDC,PT AND PDCxPT ESTIMATES","GLM PDC,PT AND PDCxPT ESTIMATES","VAS F1,F2 AND F1xF2 ESTIMATES","GLM F1,F2 AND F1xF2 ESTIMATES"
18,1,2,238.63999938964844,12,12018,238.58999633789062,237.7574987411499,238.66974759545468,237.78237031228343,0.8576290773650044,0.0500030517578125,-0.0048766346727120435,0.02513148062428172,0.9373803349290597,238.63999938964844,237.83237336404125,237.77749367761072,237.80750179290771,238.7197506472125,,,,,21035,0.6309778120188412,,,,,,,0.6405029819038643,-0.11667804916248792,-0.11649675869668336,,,,,,,,,,,,0.685745695039202,0.6857456950391991,,
18,1,2,238.5399932861328,12,12018,238.58999633789062,237.7574987411499,238.66974759545468,237.78237031228343,0.7576229738493794,-0.0500030517578125,-0.10488273818833704,-0.07487462289134328,0.8373742314134347,238.5399932861328,237.73236726052562,237.6774875740951,237.7074956893921,238.61974454369687,,,,,21036,1.538299038479721,,,,,,,0.11050420260698929,-0.6466768284593629,-0.6464955379935584,,,,,,,,,,,,0.3669981745924247,0.36699817459241985,,
19,1,2,238.99000549316406,12,12019,238.81500244140625,237.78437519073486,238.66974759545468,237.78237031228343,1.2076351808806294,0.1750030517578125,0.318253019257952,0.17700793020924266,1.0623803349290597,238.99000549316406,237.95737336404125,238.10062333154139,237.95937824249268,238.8447506472125,,,,,21037,1.0682949567536468,,,,,,,0.12049870944292679,-0.6366823216234254,-0.6365010311576209,,,,,,,,,,,,0.34450099746840124,0.3445009974683962,,
19,1,2,238.63999938964844,12,12019,238.81500244140625,237.78437519073486,238.66974759545468,237.78237031228343,0.8576290773650044,-0.1750030517578125,-0.03175308425767298,-0.17299817330638234,0.7123742314134347,238.63999938964844,237.60736726052562,237.75061722802576,237.60937213897705,238.49474454369687,,,,,21038,1.373295261929428,,,,,,,0.6305084750679268,-0.12667255599842542,-0.1264912655326209,,,,,,,,,,,,0.7532496241773856,0.7532496241773768,,
20,1,2,238.80999755859375,12,12020,238.95999908447266,237.97466930539287,238.66974759545468,237.78237031228343,1.0276272463103169,-0.15000152587890625,-0.052049029970362426,0.042297467230525854,0.737375757292341,238.80999755859375,237.63236878640453,237.73032128231307,237.82466777951396,238.51974606957577,,,,,21039,1.616424038479721,,,,,,,-0.04449457668988571,-0.8016756077562379,-0.8014943172904334,,,,,,,,,,,,0.713246801301409,0.7132468013014044,,
20,1,2,239.11000061035156,12,12020,238.95999908447266,237.97466930539287,238.66974759545468,237.78237031228343,1.3276302980681294,0.15000152587890625,0.24795402178745007,0.34230051898833835,1.0373788090501534,239.11000061035156,237.93237183816234,238.03032433407088,238.12467083127177,238.8197491213336,,,,,21040,1.5826754117707367,,,,,,,0.7955017612007393,0.03832073013438708,0.038502020600191644,,,,,,,,,,,,0.7694935588087333,0.7694935588087294,,
21,1,2,239.4499969482422,12,12021,239.29000091552734,237.85500049591064,238.66974759545468,237.78237031228343,1.6676266359587544,0.15999603271484375,0.7076191691602958,0.23262621634205516,1.047373315886091,239.4499969482422,237.94236634499828,238.48998948144373,238.0149965286255,238.82974362816952,,,,,21041,1.584539845059311,,,,,,,0.2705078647163643,-0.4866731663499879,-0.4864918758841834,,,,,,,,,,,,0.5919966487135184,0.5919966487135145,,
21,1,2,239.1300048828125,12,12021,239.29000091552734,237.85500049591064,238.66974759545468,237.78237031228343,1.3476345705290669,-0.15999603271484375,0.38762710373060827,-0.08736584908763234,0.7273812504564035,239.1300048828125,237.6223742795686,238.16999741601404,237.6950044631958,238.50975156273984,,,,,21042,1.4398714170468168,,,,,,,0.4804993197944893,-0.2766817112718629,-0.2765004208060584,,,,,,,,,,,,0.37449882309095983,0.37449882309095456,,
22,1,2,239.55999755859375,12,12022,239.2949981689453,237.86187553405762,238.66974759545468,237.78237031228343,1.7776272463103169,0.2649993896484375,0.8107447413648856,0.34450461142262156,1.1523766728196847,239.55999755859375,238.04736970193187,238.59311505364832,238.12687492370605,238.93474698510312,,,,,21043,-0.15170244925221255,,,,,,,1.0655060336616768,0.3083250025953246,0.30850629306112914,,,,,,,,,,,,-0.42788736166913566,-0.4278873616691137,,
22,1,2,239.02999877929687,12,12022,239.2949981689453,237.86187553405762,238.66974759545468,237.78237031228343,1.2476284670134419,-0.2649993896484375,0.2807459620680106,-0.18549416787425344,0.6223778935228097,239.02999877929687,237.517370922635,238.06311627435144,237.59687614440918,238.40474820580624,,,,,21044,0.2114185834626312,,,,,,,-0.3144988491508232,-1.0716798802171754,-1.071498589751371,,,,,,,,,,,,-0.8917546482835519,-0.8917546482835652,,
23,1,2,238.99000549316406,12,12023,239.04000091552734,237.78375053405762,238.66974759545468,237.78237031228343,1.2076351808806294,-0.04999542236328125,0.3188776759351981,-0.048615200589097185,0.837381860807966,238.99000549316406,237.73237488992015,238.10124798821863,237.73375511169434,238.6197521730914,,,,,21045,0.3407949949006195,,,,,,,0.8105011508491768,0.05332011978282458,0.053501410248629144,,,,,,,,,,,,-0.25675537307603236,-0.2567553730760401,,
23,1,2,239.08999633789063,12,12023,239.04000091552734,237.78375053405762,238.66974759545468,237.78237031228343,1.3076260256071919,0.04999542236328125,0.4188685206617606,0.051375644137465315,0.9373727055345285,239.08999633789063,237.83236573464671,238.2012388329452,237.8337459564209,238.71974301781796,,,,,21046,-0.386083171298111,,,,,,,-0.05949396633832321,-0.8166749974046754,-0.8164937069388709,,,,,,,,,,,,-0.7217517109666574,-0.721751710966667,,
24,1,2,238.42999267578125,12,12024,238.5749969482422,237.52624988555908,238.66974759545468,237.78237031228343,0.6476223634978169,-0.1450042724609375,0.01636550705092077,-0.4011246991852886,0.7423730107103097,238.42999267578125,237.6373660398225,237.79873581933435,237.38124561309814,238.52474332299374,,,,,21047,0.4657930875519867,,,,,,,0.15551000094683304,-0.6016710301195192,-0.6014897396537147,,,,,,,,,,,,-1.3436284275804269,-1.3436284275804398,,
24,1,2,238.72000122070312,12,12024,238.5749969482422,237.52624988555908,238.66974759545468,237.78237031228343,0.9376309084196919,0.1450042724609375,0.30637405197279577,-0.11111615426341359,1.0323815556321847,238.72000122070312,237.92737458474437,238.08874436425623,237.67125415802002,238.81475186791562,,,,,21048,-0.24232821219166567,,,,,,,0.5954971835640206,-0.16168384750233167,-0.16150255703652716,,,,,,,,,,,,-0.46737339218003626,-0.4673733921800457,,
25,1,2,239.6300048828125,12,12025,239.04000091552734,237.69375133514404,238.66974759545468,237.78237031228343,1.8476345705290669,0.5900039672851563,1.0488762644972098,0.5013849901457661,1.4773812504564034,239.6300048828125,238.3723742795686,238.83124657678064,238.2837553024292,239.25975156273984,,,,,21049,-0.47233443014820864,,,,,,,-0.45949549221722946,-1.2166765232835817,-1.2164952328177772,,,,,,,,,,,,-0.2805037709031808,-0.28050377090318906,,
25,1,2,238.4499969482422,12,12025,239.04000091552734,237.69375133514404,238.66974759545468,237.78237031228343,0.6676266359587544,-0.5900039672851563,-0.13113167007310267,-0.6786229444245464,0.29737331588609095,238.4499969482422,237.19236634499828,237.65123864221033,237.1037473678589,238.07974362816952,,,,,21050,-0.34762133502837855,,,,,,,1.210502676728083,0.45332164566173083,0.4535029361275354,,,,,,,,,,,,-1.0089855168950663,-1.0089855168950594,,
26,1,2,239.10000610351562,12,12026,239.4800033569336,237.7831268310547,238.66974759545468,237.78237031228343,1.3176357912321919,-0.37999725341796875,0.4295019892896903,-0.3792407346467144,0.5073800297532785,239.10000610351562,237.40237305886546,238.21187230157312,237.40312957763672,238.2897503420367,,,,,22001,2.126951635285792,,,,,,,0.05550389743120804,-0.7016771336351442,-0.7014958431693397,,,,,,,,,,,,0.6832508830274833,0.6832508830274785,,
26,1,2,239.86000061035156,12,12026,239.4800033569336,237.7831268310547,238.66974759545468,237.78237031228343,2.0776302980681294,0.37999725341796875,1.1894964961256278,0.3807537721892231,1.267374536589216,239.86000061035156,238.1623675657014,238.97186680840906,238.16312408447266,239.04974484887265,,,,,22002,0.6236725016933633,,,,,,,0.6955032870796456,-0.06167774398670667,-0.061496453520902106,,,,,,,,,,,,0.16136977951185827,0.16136977951185427,,
27,1,2,239.92999267578125,12,12027,239.3699951171875,237.79687213897705,238.66974759545468,237.78237031228343,2.147622363497817,0.55999755859375,1.245743253632952,0.5744993852873677,1.4473748417649972,239.92999267578125,238.34236787087718,239.02811356591639,238.3568696975708,239.22974515404843,,,,,22003,0.6819462184156748,,,,,,,0.5104980990913643,-0.24668293197498792,-0.2465016415091834,,,,,,,,,,,,-0.0592522831712472,-0.05925228317125376,,
27,1,2,238.80999755859375,12,12027,239.3699951171875,237.79687213897705,238.66974759545468,237.78237031228343,1.0276272463103169,-0.55999755859375,0.12574813644545202,-0.5454957319001323,0.3273797245774972,238.80999755859375,237.22237275368968,237.90811844872889,237.2368745803833,238.10975003686093,,,,,22004,0.17695087234633888,,,,,,,0.2405090854194893,-0.5166719456468629,-0.5164906551810584,,,,,,,,,,,,0.7838692454542411,0.7838692454542351,,
28,1,2,239.02999877929687,12,12028,238.95999908447266,237.70562362670898,238.66974759545468,237.78237031228343,1.2476284670134419,0.06999969482421875,0.4369978694166434,-0.0067469907502299975,0.957376977995466,239.02999877929687,237.85237000710765,238.21936818170008,237.7756233215332,238.7397472902789,,,,,22005,0.6569475535597178,,,,,,,0.2705078647163643,-0.4866731663499879,-0.4864918758841834,,,,,,,,,,,,0.6457476405348075,0.6457476405348008,,
28,1,2,238.88999938964844,12,12028,238.95999908447266,237.70562362670898,238.66974759545468,237.78237031228343,1.1076290773650044,-0.06999969482421875,0.2969984797682059,-0.1467463803986675,0.8173775883470285,238.88999938964844,237.71237061745921,238.07936879205164,237.63562393188477,238.59974790063046,,,,,22006,-0.2511792774949697,,,,,,,0.4804993197944893,-0.2766817112718629,-0.2765004208060584,,,,,,,,,,,,0.6476254252638114,0.6476254252638058,,
29,1,2,239.19000244140625,12,12029,239.03500366210937,237.80312538146973,238.66974759545468,237.78237031228343,1.4076321291228169,0.154998779296875,0.49949977676527624,0.17575384848316844,1.0423760624681222,239.19000244140625,237.9373690915803,238.2818700890487,237.9581241607666,238.82474637475156,,,,,22007,1.6975712184156748,,,,,,,0.2705078647163643,-0.4866731663499879,-0.4864918758841834,,,,,,,,,,,,0.5376219538892997,0.5376219538892922,,
29,1,2,238.8800048828125,12,12029,239.03500366210937,237.80312538146973,238.66974759545468,237.78237031228343,1.0976345705290669,-0.154998779296875,0.18950221817152624,-0.13424371011058156,0.7323785038743722,238.8800048828125,237.62737153298656,237.97187253045496,237.64812660217285,238.5147488161578,,,,,22008,0.6500725154127451,,,,,,,0.4804993197944893,-0.2766817112718629,-0.2765004208060584,,,,,,,,,,,,-0.08767258038540149,-0.08767258038538428,,
30,1,2,239.86000061035156,12,12030,239.24500274658203,237.6043758392334,238.66974759545468,237.78237031228343,2.0776302980681294,0.6149978637695313,1.3682474879469169,0.43700339071949656,1.5023751469407784,239.86000061035156,238.39736817605296,239.15061780023035,238.21937370300293,239.2847454592242,,,,,22009,0.9400772456373545,,,,,,,0.07050328707964554,-0.6866777439867067,-0.6864964535209022,,,,,,,,,,,,-0.8567033266325836,-0.8567033266326097,,
30,1,2,238.6300048828125,12,12030,239.24500274658203,237.6043758392334,238.66974759545468,237.78237031228343,0.8476345705290669,-0.6149978637695313,0.13825176040785436,-0.7929923368195659,0.27237941940171595,238.6300048828125,237.1673724485139,237.9206220726913,236.98937797546387,238.05474973168515,,,,,22010,0.3713211421217295,,,,,,,0.6805038974312081,-0.07667713363514417,-0.0764958431693396,,,,,,,,,,,,-0.49497696706094985,-0.49497696706097133,,
31,1,2,239.42999267578125,12,12031,239.26499938964844,237.66437530517578,238.66974759545468,237.78237031228343,1.6476223634978169,0.1649932861328125,0.8782400874342216,0.04699827902516063,1.0523705693040597,239.42999267578125,237.94736359841625,238.66061039971765,237.8293685913086,238.8347408815875,,,,,22011,0.16319602768081154,,,,,,,0.06550603366167679,-0.6916749974046754,-0.6914937069388709,,,,,,,,,,,,-0.8117032503386383,-0.8117032503386692,,
31,1,2,239.10000610351562,12,12031,239.26499938964844,237.66437530517578,238.66974759545468,237.78237031228343,1.3176357912321919,-0.1649932861328125,0.5482535151685966,-0.2829882932404644,0.7223839970384347,239.10000610351562,237.61737702615062,238.33062382745203,237.49938201904297,238.50475430932187,,,,,22012,0.24757617752212013,,,,,,,0.6855011508491768,-0.07167988021717542,-0.07149858975137086,,,,,,,,,,,,-0.28171019308766176,-0.2817101930876999,,
32,1,2,239.0399932861328,12,12032,239.52499389648437,237.8681230545044,238.66974759545468,237.78237031228343,1.2576229738493794,-0.4850006103515625,0.28449294845717077,-0.3992478681306011,0.4023766728196847,239.0399932861328,237.29736970193187,238.0668632607406,237.38312244415283,238.18474698510312,,,,,22013,-0.5426403203753552,,,,,,,-0.014495797393010712,-0.7716768284593629,-0.7714955379935584,,,,,,,,,,,,-0.6417022203703766,-0.6417022203704061,,
32,1,2,240.00999450683594,12,12032,239.52499389648437,237.8681230545044,238.66974759545468,237.78237031228343,2.2276241945525044,0.4850006103515625,1.2544941691602958,0.5707533525725239,1.3723778935228097,240.00999450683594,238.267370922635,239.03686448144373,238.35312366485596,239.15474820580624,,,,,22014,0.04694694320815529,,,,,,,0.7655029819038643,0.008321950837512082,0.008503241303316644,,,,,,,,,,,,-0.13983301871022036,-0.13983301871025122,,
33,1,2,239.52999877929687,12,12033,239.2249984741211,237.74562454223633,238.66974759545468,237.78237031228343,1.7476284670134419,0.30500030517578125,0.8969969538892997,0.26825453512867625,1.1923775883470284,239.52999877929687,238.08737061745921,238.67936726617273,238.0506248474121,238.97474790063046,,,,,22015,1.1131986979688975,,,,,,,-0.5694961025687919,-1.3266771336351442,-1.3264958431693397,,,,,,,,,,,,0.3289217496613617,0.3289217496613209,,
33,1,2,238.9199981689453,12,12033,239.2249984741211,237.74562454223633,238.66974759545468,237.78237031228343,1.1376278566618794,-0.30500030517578125,0.2869963435377372,-0.34174607522288625,0.582376977995466,238.9199981689453,237.47737000710765,238.06936665582117,237.44062423706055,238.3647472902789,,,,,22016,0.2681993846144053,,,,,,,1.3205032870796456,0.5633222560132933,0.5635035464790978,,,,,,,,,,,,-0.6385827516814118,-0.6385827516814479,,
34,1,2,238.47999572753906,12,12034,238.9000015258789,237.6381254196167,238.66974759545468,237.78237031228343,0.6976254152556294,-0.42000579833984375,-0.04550697524888392,-0.5642506910065777,0.46737148483140345,238.47999572753906,237.3623645139436,237.73686333703455,237.21811962127686,238.24974179711484,,,,,22017,0.5713219050611826,,,,,,,0.5155029819038643,-0.24167804916248792,-0.2414967586966834,,,,,,,,,,,,-1.3885789369841461,-1.3885789369841783,,
34,1,2,239.32000732421875,12,12034,238.9000015258789,237.6381254196167,238.66974759545468,237.78237031228343,1.5376370119353169,0.42000579833984375,0.7945046214308036,0.27576090567310985,1.307383081511091,239.32000732421875,238.20237611062328,238.57687493371424,238.05813121795654,239.08975339379452,,,,,22018,0.513827741547999,,,,,,,0.2355042026069893,-0.5216768284593629,-0.5214955379935584,,,,,,,,,,,,-0.48232893698414614,-0.4823289369841798,,
35,1,2,237.7823703122834,12,12035,238.12618576649328,237.66669584499115,238.66974759545468,237.78237031228343,-0.00000000000002842170943040401,-0.34381545420987436,-0.7717028158789958,-0.4594899215021542,0.5435618289613728,237.7823703122834,237.43855485807356,237.01066749640444,237.32288039078128,238.3259321412448,,,,,22019,0.34694427292006935,,,,,,,-0.9244994595023857,-1.681680490568738,-1.6814992001029332,,,,,,,,,,,,-0.24545435660084536,-0.24545435660088144,,
35,1,2,238.47000122070312,12,12035,238.12618576649328,237.66669584499115,238.66974759545468,237.78237031228343,0.6876309084196919,0.34381545420984594,-0.08407190745927551,0.22814098691756612,1.2311927373810931,238.47000122070312,238.12618576649328,237.69829840482416,238.010511299201,239.01356304966453,,,,,22020,0.10664710650425491,,,,,,,1.6755066440132393,0.9183256129468871,0.9185069034126916,,,,,,,,,,,,-0.5760827516814118,-0.576082751681446,,
36,1,2,237.5500030517578,12,12036,237.73999786376953,237.74437522888184,238.66974759545468,237.78237031228343,-0.23236726052562062,-0.18999481201171875,-1.0817494602952706,-0.22798989541331594,0.6973824711595285,237.5500030517578,237.59237550027171,236.70062085198816,237.55438041687012,238.47975278344296,,,,,22021,0.5163168315138194,,,,,,,0.030502371552301788,-0.7266786595140504,-0.7264973690482459,,,,,,,,,,,,0.49252322367394186,0.4925232236738933,,
36,1,2,237.92999267578125,12,12036,237.73999786376953,237.74437522888184,238.66974759545468,237.78237031228343,0.14762236349781688,0.18999481201171875,-0.7017598362718331,0.15199972861012156,1.077372095182966,237.92999267578125,237.97236512429515,237.0806104760116,237.93437004089355,238.8597424074664,,,,,22022,0.7294430140699717,,,,,,,0.7205048129585518,-0.03667621810780042,-0.036494927641995856,,,,,,,,,,,,-0.43670801871022036,-0.43670801871025555,,
37,1,2,238.25,12,12037,238.2699966430664,237.6393747329712,238.66974759545468,237.78237031228343,0.4676296877165669,-0.01999664306640625,-0.2767520161424386,-0.16299222237864797,0.867380640104841,238.25,237.76237366921703,237.505618296141,237.61937808990479,238.64975095238827,,,,,22023,0.8275722865309092,,,,,,,0.6155014560249581,-0.14167957504139417,-0.14149828457558966,,,,,,,,,,,,0.24454159982005308,0.24454159982001702,,
37,1,2,238.2899932861328,12,12037,238.2699966430664,237.6393747329712,238.66974759545468,237.78237031228343,0.5076229738493794,0.01999664306640625,-0.2367587300096261,-0.12299893624583547,0.9073739262376535,238.2899932861328,237.80236695534984,237.5456115822738,237.6593713760376,238.6897442385211,,,,,22024,0.3600744609083506,,,,,,,0.13550572848589554,-0.6216753025804567,-0.6214940121146522,,,,,,,,,,,,-0.4454589342375641,-0.44545893423759947,,
38,1,2,238.3300018310547,12,12038,238.0800018310547,237.9143762588501,238.66974759545468,237.78237031228343,0.5476315187712544,0.25,-0.47175171096665736,0.38200594656666453,1.1373772831712472,238.3300018310547,238.03237031228343,237.31061860131678,238.1643762588501,238.91974759545468,,,,,22025,0.4975733164991709,,,,,,,0.7255020663765206,-0.03167896468983167,-0.031497674224027106,,,,,,,,,,,,-0.6223321413298493,-0.6223321413298882,,
38,1,2,237.8300018310547,12,12038,238.0800018310547,237.9143762588501,238.66974759545468,237.78237031228343,0.04763151877125438,-0.25,-0.9717517109666574,-0.11799405343333547,0.6373772831712472,237.8300018310547,237.53237031228343,236.81061860131678,237.6643762588501,238.41974759545468,,,,,22026,0.7531990412916514,,,,,,,0.025505118134333038,-0.7316759129320192,-0.7314946224662147,,,,,,,,,,,,-0.6648269151945954,-0.6648269151946309,,
39,1,2,238.80999755859375,12,12039,237.70999908447266,238.16625022888184,238.66974759545468,237.78237031228343,1.0276272463103169,1.0999984741210937,-0.24362995345933314,1.4838783907194966,1.987375757292341,238.80999755859375,238.88236878640453,237.5387403588241,239.26624870300293,239.76974606957577,,,,,22027,1.2244467143263194,,,,,,,0.1405029819038643,-0.6166780491624879,-0.6164967586966834,,,,,,,,,,,,-0.1617045854826813,-0.16170458548271485,,
39,1,2,236.61000061035156,12,12039,237.70999908447266,238.16625022888184,238.66974759545468,237.78237031228343,-1.1723697019318706,-1.0999984741210937,-2.4436269017015206,-0.7161185575226909,-0.21262119094984655,236.61000061035156,236.68237183816234,235.3387434105819,237.06625175476074,237.5697491213336,,,,,22028,0.155699193879542,,,,,,,0.6105042026069893,-0.14667682845936292,-0.1464955379935584,,,,,,,,,,,,-0.9670041933047457,-0.9670041933047636,,
40,1,2,237.60000610351562,12,12040,238.02000427246094,237.60000038146973,238.66974759545468,237.78237031228343,-0.18236420876780812,-0.4199981689453125,-0.8873715611253488,-0.6023680997590191,0.4673791142259347,237.60000610351562,237.36237214333812,236.89499875115808,237.1800022125244,238.24974942650937,,,,,22029,-0.14180713851791893,,,,,,,-0.45949549221722946,-1.2166765232835817,-1.2164952328177772,,,,,,,,,,,,-0.042327449252212546,-0.0423274492522455,,
40,1,2,238.44000244140625,12,12040,238.02000427246094,237.60000038146973,238.66974759545468,237.78237031228343,0.6576321291228169,0.4199981689453125,-0.04737522323472376,0.23762823813160594,1.3073754521165597,238.44000244140625,238.20236848122875,237.7349950890487,238.01999855041504,239.0897457644,,,,,22030,0.11694759170669045,,,,,,,1.210502676728083,0.45332164566173083,0.4535029361275354,,,,,,,,,,,,-0.5842061495085602,-0.5842061495085945,,
41,1,2,238.75,12,12041,238.2949981689453,237.68812465667725,238.66974759545468,237.78237031228343,0.9676296877165669,0.4550018310546875,0.1744980601515067,0.36075617544850047,1.3423791142259347,238.75,238.23737214333812,237.95686837243494,238.14312648773193,239.12474942650937,,,,,22031,0.0019478205885263833,,,,,,,0.5305023715523018,-0.22667865951405042,-0.2264973690482459,,,,,,,,,,,,-0.8310780977507477,-0.831078097750778,,
41,1,2,237.83999633789062,12,12041,238.2949981689453,237.68812465667725,238.66974759545468,237.78237031228343,0.05762602560719188,-0.4550018310546875,-0.7355056019578683,-0.5492474866608745,0.4323754521165597,237.83999633789062,237.32736848122875,237.04686471032556,237.23312282562256,238.2147457644,,,,,22032,0.14819854538100685,,,,,,,0.2205048129585518,-0.5366762181078004,-0.5364949276419959,,,,,,,,,,,,0.041420414517318704,0.041420414517283954,,
42,1,2,237.4600067138672,12,12042,237.6211885130753,237.74279674679912,238.66974759545468,237.78237031228343,-0.3223635984162456,-0.1611817992081228,-1.170167316103175,-0.2007553646924407,0.7261954839631244,237.4600067138672,237.6211885130753,236.61220299618026,237.581614947591,238.50856579624656,,,,,22033,-0.6443038578782705,,,,,,,1.0005035922554268,0.24332256118907458,0.24350385165487914,,,,,,,,,,,,-0.5010810350676422,-0.5010810350676735,,
42,1,2,237.7823703122834,12,12042,237.6211885130753,237.74279674679912,238.66974759545468,237.78237031228343,-0.00000000000002842170943040401,0.1611817992080944,-0.8478037176869577,0.1216082337237765,1.0485590823793416,237.7823703122834,237.94355211149153,236.93456659459648,237.9039785460072,238.83092939466277,,,,,22034,-2.0718007679734853,,,,,,,-0.2494964077445732,-1.0066774388109254,-1.006496148345121,,,,,,,,,,,,-0.8654504274626618,-0.8654504274626961,,
43,1,2,239.57000732421875,12,12043,239.42000579833984,237.8493776321411,238.66974759545468,237.78237031228343,1.7876370119353169,0.15000152587890625,0.8332524089063895,0.2170088457365864,1.0373788090501534,239.57000732421875,237.93237183816234,238.61562272118982,237.99937915802002,238.8197491213336,,,,,22035,-0.8253696674690332,,,,,,,0.11550145602495804,-0.6416795750413942,-0.6414982845755897,,,,,,,,,,,,-0.1442027544279938,-0.1442027544280276,,
43,1,2,239.27000427246094,12,12043,239.42000579833984,237.8493776321411,238.66974759545468,237.78237031228343,1.4876339601775044,-0.15000152587890625,0.533249357148577,-0.08299420602122609,0.737375757292341,239.27000427246094,237.63236878640453,238.315619669432,237.6993761062622,238.51974606957577,,,,,22036,-1.6680560704026846,,,,,,,0.6355057284858956,-0.12167530258045667,-0.12149401211465216,,,,,,,,,,,,-0.6329560732146149,-0.6329560732146475,,
44,1,2,238.47999572753906,12,12044,238.96499633789063,237.91624927520752,238.66974759545468,237.78237031228343,0.6976254152556294,-0.4850006103515625,-0.32363083083970423,-0.3511216474274761,0.4023766728196847,238.47999572753906,237.29736970193187,237.45873948144373,237.43124866485596,238.18474698510312,,,,,22037,-1.3180528279100088,,,,,,,-0.07450098538129196,-0.8316820164476442,-0.8315007259818397,,,,,,,,,,,,-0.23045782797535708,-0.23045782797539113,,
44,1,2,239.4499969482422,12,12044,238.96499633789063,237.91624927520752,238.66974759545468,237.78237031228343,1.6676266359587544,0.4850006103515625,0.6463703898634208,0.6188795732756489,1.3723778935228097,239.4499969482422,238.267370922635,238.42874070214685,238.40124988555908,239.15474820580624,,,,,22038,-1.6680513020311025,,,,,,,0.8255081698921456,0.06832713882579333,0.0685084292915979,,,,,,,,,,,,-0.4117055391569977,-0.41170553915702757,,
45,1,2,239.0399932861328,12,12045,238.51499938964844,237.68687438964844,238.66974759545468,237.78237031228343,1.2576229738493794,0.524993896484375,0.4657416133131278,0.4294979738493794,1.4123711796556222,239.0399932861328,238.3073642087678,238.24811192559656,238.2118682861328,239.19474149193906,,,,,22039,-1.6799274082933096,,,,,,,0.1755066440132393,-0.5816743870531129,-0.5814930965873084,,,,,,,,,,,,0.13329835183421324,0.13329835183417954,,
45,1,2,237.99000549316406,12,12045,238.51499938964844,237.68687438964844,238.66974759545468,237.78237031228343,0.20763518088062938,-0.524993896484375,-0.5842461796556222,-0.6204898191193706,0.3623833866868722,237.99000549316406,237.25737641579906,237.1981241326278,237.16188049316406,238.1447536989703,,,,,22040,-1.873679697111669,,,,,,,0.5755005404976143,-0.18168049056873792,-0.1814992001029334,,,,,,,,,,,,-0.6504512285490876,-0.6504512285491232,,
46,1,2,239.77999877929687,12,12046,239.46499633789062,237.79374980926514,238.66974759545468,237.78237031228343,1.9976284670134419,0.31500244140625,1.098871686860491,0.3263819383879536,1.2023797245774972,239.77999877929687,238.09737275368968,238.88124199914392,238.1087522506714,238.98475003686093,,,,,22041,-2.2418027516160635,,,,,,,-0.30449671292035446,-1.0616777439867067,-1.0614964535209022,,,,,,,,,,,,1.247048809597885,1.2470488095978571,,
46,1,2,239.14999389648437,12,12046,239.46499633789062,237.79374980926514,238.66974759545468,237.78237031228343,1.3676235842009419,-0.31500244140625,0.4688668040479911,-0.3036229444245464,0.5723748417649972,239.14999389648437,237.46736787087718,238.25123711633142,237.4787473678589,238.35474515404843,,,,,22042,-1.3002863286626365,,,,,,,1.055503897431208,0.29832286636485583,0.2985041568306604,,,,,,,,,,,,2.0095390821198578,2.0095390821198276,,
47,1,2,238.35000610351562,12,12047,238.86000061035156,237.3268756866455,238.66974759545468,237.78237031228343,0.5676357912321919,-0.5099945068359375,0.13575313369887,-0.9654891324738628,0.3773827763353097,238.35000610351562,237.2723758054475,237.9181234459823,236.81688117980957,238.15975308861874,,,,,22043,-0.3130517597947744,,,,,,,0.2205048129585518,-0.5366762181078004,-0.5364949276419959,,,,,,,,,,,,0.6309778120188412,0.6309778120188322,,
47,1,2,239.3699951171875,12,12047,238.86000061035156,237.3268756866455,238.66974759545468,237.78237031228343,1.5876248049040669,0.5099945068359375,1.155742147370745,0.05449988119801219,1.3973717900071847,239.3699951171875,238.29236481911937,238.93811245965418,237.83687019348145,239.17974210229062,,,,,22044,-0.3149285908494619,,,,,,,0.5305023715523018,-0.22667865951405042,-0.2264973690482459,,,,,,,,,,,,1.538299038479721,1.5382990384796935,,
48,1,2,239.77000427246094,12,12048,239.32500457763672,237.79000186920166,238.66974759545468,237.78237031228343,1.9876339601775044,0.44499969482421875,1.0926251200880301,0.4526312517424458,1.332376977995466,239.77000427246094,238.22737000710765,238.87499543237146,238.23500156402588,239.1147472902789,,,,,22045,-0.3605552311692861,,,,,,,0.2355042026069893,-0.5216768284593629,-0.5214955379935584,,,,,,,,,,,,1.0682949567536468,1.068294956753612,,
