"TIME","FACTOR 1","FACTOR 2","Y","PDC RSG","PDCxT RSG","YBAR(k,t)","YBAR(.t)","YBAR(k.)","YBAR","R1","R2","R3","R4","R5","RCR1","RCR2","RCR3","RCR4","RCR5","PDC ID","PDC MAIN EFFECTS","PT ID","PT MAIN EFFECTS","PDCxPT ID","PDCxPT INTERACTION EFFECTS","F1 ID","F1 MAIN EFFECT","F2 ID","F2 MAIN EFFECT","F1xF2 ID","F1xF2 INTERACTION EFFECT","F1 MAIN EFFECTS","F2 MAIN EFFECTS","F1xF2 INTERACTION EFFECTS","TAGUCHI COMPONENT","TAGUCHI LOSS","PERCENT CONTRIBUTION TO LOSS","LOSS FUNCTION LABELS","TAGUCHI-COMPONENT","TAGUCHI-LOSS","PERCENT-CONTRIBUTION TO LOSS","LOSS-FUNCTION LABELS","VAS MU ESTIMATE","GLM MU ESTIMATE PDCxT","GLM MU ESTIMATE F1-F2","VAS PDC AND PT ESTIMATES","GLM PDC AND PT ESTIMATES","VAS F1,F2 AND F1xF2 ESTIMATES","GLM F1,F2 AND F1xF2 ESTIMATES"
47,3,1,232.97000122070312,31,31047,232.97000122070312,237.30124855041504,236.5108240388162,237.78237031228343,-4.812369091580308,0,-3.059701056244677,-3.540822818113071,-4.331247329711914,232.97000122070312,237.78237031228343,234.72266925603876,234.24154749417036,233.45112298257152,,,,,31047,-3.059701056244677,,,,,,,0.8479320205088955,0.6230442810058594,0.14050150824137048,,,,,,,,,,,,,,,
48,3,1,234.69000244140625,31,31048,234.69000244140625,237.75125122070312,236.5108240388162,237.78237031228343,-3.092367870877183,0,-1.7897025058296379,-1.820821597409946,-3.061248779296875,234.69000244140625,237.78237031228343,235.9926678064538,235.9615487148735,234.72112153298656,,,,,31048,-1.7897025058296379,,,,,,,0.6879378951426846,0.4630501556396484,-0.01949261712484046,,,,,,,,,,,,,,,
49,3,1,234.66000366210937,31,31049,234.66000366210937,237.63250160217285,236.5108240388162,237.78237031228343,-3.122366650174058,0,-1.7009516665962394,-1.850820376706821,-2.9724979400634766,234.66000366210937,237.78237031228343,236.0814186456872,235.9315499355766,234.80987237221996,,,,,31049,-1.7009516665962394,,,,,,,1.7166911757823329,1.4918034362792967,1.009260663514808,,,,,,,,,,,,,,,
50,3,1,235.66000366210937,31,31050,235.66000366210937,237.75500106811523,236.5108240388162,237.78237031228343,-2.122366650174058,0,-0.8234511325386222,-0.850820376706821,-2.0949974060058594,235.66000366210937,237.78237031228343,236.9589191797448,236.9315499355766,235.68737290627757,,,,,31050,-0.8234511325386222,,,,,,,0.4141837752696377,0.18929603576660153,-0.29324673699788734,,,,,,,,,,,,,,,
51,3,1,236.41000366210937,31,31051,236.41000366210937,237.72875213623047,236.5108240388162,237.78237031228343,-1.3723666501740581,0,-0.04720220065385661,-0.10082037670682098,-1.3187484741210937,236.41000366210937,237.78237031228343,237.73516811162958,237.6815499355766,236.46362183816234,,,,,31051,-0.04720220065385661,,,,,,,1.090441862427841,0.8655541229248047,0.3830113501603158,,,,,,,,,,,,,,,
52,3,1,235.22000122070312,31,31052,235.22000122070312,237.8375015258789,236.5108240388162,237.78237031228343,-2.562369091580308,0,-1.345954031708544,-1.290822818113071,-2.6175003051757813,235.22000122070312,237.78237031228343,236.4364162805749,236.49154749417036,235.16487000710765,,,,,31052,-1.345954031708544,,,,,,,1.7416869796153407,1.5167992401123045,1.0342564673478158,,,,,,,,,,,,,,,
53,3,1,236.83999633789062,31,31053,236.83999633789062,237.29124641418457,236.5108240388162,237.78237031228343,-0.9423739743928081,0,0.8202961971732918,0.329172299074429,-0.4512500762939453,236.83999633789062,237.78237031228343,238.60266650945672,238.11154261135786,237.3311202359895,,,,,31053,0.8202961971732918,,,,,,,2.357934156739364,2.133046417236328,1.650503644471839,,,,,,,,,,,,,,,
54,3,1,237.19000244140625,31,31054,237.19000244140625,238.30249786376953,236.5108240388162,237.78237031228343,-0.5923678708771831,0,0.1590508511039559,0.679178402590054,-1.1124954223632813,237.19000244140625,237.78237031228343,237.9414211633874,238.4615487148735,236.66987488992015,,,,,31054,0.1590508511039559,,,,,,,0.2266875899669033,0.0017998504638671586,-0.4807429223006217,,,,,,,,,,,,,,,
55,3,1,234.55999755859375,31,31055,234.55999755859375,237.54749870300293,236.5108240388162,237.78237031228343,-3.222372753689683,0,-1.7159548709419425,-1.950826480222446,-2.9875011444091797,234.55999755859375,237.78237031228343,236.0664154413415,235.831543832061,234.79486916787425,,,,,31055,-1.7159548709419425,,,,,,,1.20168797143663,0.9768002319335938,0.49425745916910485,,,,,,,,,,,,,,,
56,3,1,235.1999969482422,31,31056,235.1999969482422,237.86374855041504,236.5108240388162,237.78237031228343,-2.5823733640412456,0,-1.3922053287056144,-1.3108270905740085,-2.6637516021728516,235.1999969482422,237.78237031228343,236.39016498357782,236.47154322170942,235.11861871011058,,,,,31056,-1.3922053287056144,,,,,,,0.745438734376083,0.5205509948730469,0.038008222108557976,,,,,,,,,,,,,,,
57,3,1,235.5500030517578,31,31057,235.5500030517578,237.60000038146973,236.5108240388162,237.78237031228343,-2.2323672605256206,0,-0.7784510562446769,-0.9608209870583835,-2.049997329711914,235.5500030517578,237.78237031228343,237.00391925603876,236.82154932522505,235.73237298257152,,,,,31057,-0.7784510562446769,,,,,,,1.309189955079208,1.084302215576172,0.601759442811683,,,,,,,,,,,,,,,
58,3,1,236.74000549316406,31,31058,236.74000549316406,238.00625038146973,236.5108240388162,237.78237031228343,-1.0423648191193706,0,0.00530138516157308,0.22918145434786652,-1.266244888305664,236.74000549316406,237.78237031228343,237.787671697445,238.0115517666313,236.51612542397777,,,,,31058,0.00530138516157308,,,,,,,0.592942396485458,0.36805465698242185,-0.11448811578206702,,,,,,,,,,,,,,,
59,3,1,234.77000427246094,31,31059,234.77000427246094,237.73624992370605,236.5108240388162,237.78237031228343,-3.0123660398224956,0,-1.69469937777788,-1.7408197663552585,-2.966245651245117,234.77000427246094,237.78237031228343,236.08767093450555,236.04155054592817,234.81612466103832,,,,,31059,-1.69469937777788,,,,,,,1.8429385817881923,1.618050842285156,1.1355080695206674,,,,,,,,,,,,,,,
60,3,1,234.8000030517578,31,31060,234.8000030517578,237.47250175476074,236.5108240388162,237.78237031228343,-2.9823672605256206,0,-1.4009524295356925,-1.7108209870583835,-2.6724987030029297,234.8000030517578,237.78237031228343,236.38141788274774,236.07154932522505,235.1098716092805,,,,,31060,-1.4009524295356925,,,,,,,0.8766910231944424,0.6518032836914063,0.16926051092691735,,,,,,,,,,,,,,,
61,3,1,235.4499969482422,31,31061,235.4499969482422,237.87499809265137,236.5108240388162,237.78237031228343,-2.3323733640412456,0,-1.1534548709419425,-1.0608270905740085,-2.4250011444091797,235.4499969482422,237.78237031228343,236.6289154413415,236.72154322170942,235.35736916787425,,,,,31061,-1.1534548709419425,,,,,,,1.2741824782725675,1.0492947387695313,0.5667519660050424,,,,,,,,,,,,,,,
62,3,1,235.30999755859375,31,31062,235.30999755859375,237.4537525177002,236.5108240388162,237.78237031228343,-2.472372753689683,0,-0.8722086856392082,-1.200826480222446,-2.1437549591064453,235.30999755859375,237.78237031228343,236.91016162664422,236.581543832061,235.638615353177,,,,,31062,-0.8722086856392082,,,,,,,1.3654414809581144,1.1405537414550782,0.6580109686905893,,,,,,,,,,,,,,,
63,3,1,236.02999877929687,31,31063,236.02999877929687,237.59249877929687,236.5108240388162,237.78237031228343,-1.7523715329865581,0,-0.29095372653276286,-0.480825259519321,-1.5625,236.02999877929687,237.78237031228343,237.49141658575067,237.3015450527641,236.21987031228343,,,,,31063,-0.29095372653276286,,,,,,,1.1666824019786222,0.941794662475586,0.45925188971109704,,,,,,,,,,,,,,,
64,3,1,236.3699951171875,31,31064,236.3699951171875,238.1437473297119,236.5108240388162,237.78237031228343,-1.4123751950959331,0,-0.5022059390571769,-0.14082892162869598,-1.773752212524414,236.3699951171875,237.78237031228343,237.28016437322626,237.64154139065474,236.00861809975902,,,,,31064,-0.5022059390571769,,,,,,,1.585435072266708,1.360547332763672,0.878004559999183,,,,,,,,,,,,,,,
65,3,1,231.13999938964844,31,31065,231.13999938964844,237.4112491607666,236.5108240388162,237.78237031228343,-6.642370922634996,0,-4.999703497650927,-5.3708246491677585,-6.271249771118164,231.13999938964844,237.78237031228343,232.7826668146325,232.41154566311567,231.51112054116527,,,,,31065,-4.999703497650927,,,,,,,1.8379375136729579,1.6130497741699217,1.130507001405433,,,,,,,,,,,,,,,
66,3,1,237.47999572753906,31,31066,237.47999572753906,238.07999992370605,236.5108240388162,237.78237031228343,-0.3023745847443706,0,0.671542077300245,0.9691716887228665,-0.6000041961669922,237.47999572753906,237.78237031228343,238.45391238958368,238.7515420010063,237.18236611611644,,,,,31066,0.671542077300245,,,,,,,0.5591861403819424,0.3342984008789062,-0.14824437188558265,,,,,,,,,,,,,,,
67,3,1,235.42999267578125,31,31067,235.42999267578125,237.49999809265137,236.5108240388162,237.78237031228343,-2.352377636502183,0,-0.79845914340288,-1.080831363034946,-2.070005416870117,235.42999267578125,237.78237031228343,236.98391116888055,236.7015389492485,235.71236489541332,,,,,31067,-0.79845914340288,,,,,,,0.6991855300303799,0.4742977905273437,-0.008244982237145149,,,,,,,,,,,,,,,
68,3,1,235.10000610351562,31,31068,235.10000610351562,237.77625274658203,236.5108240388162,237.78237031228343,-2.682364208767808,0,-1.404700369599169,-1.410817935300571,-2.6762466430664062,235.10000610351562,237.78237031228343,236.37766994268426,236.37155237698286,235.10612366921703,,,,,31068,-1.404700369599169,,,,,,,1.2629424727794034,1.0380547332763672,0.5555119605118783,,,,,,,,,,,,,,,
69,3,1,235.08999633789062,31,31069,235.08999633789062,237.1733899352215,236.5108240388162,237.78237031228343,-2.692373974392808,0,-0.8118473238636454,-1.420827700925571,-2.0833935973308826,235.08999633789062,237.78237031228343,236.9705229884198,236.36154261135786,235.69897671495255,,,,,31069,-0.8118473238636454,,,,,,,0.32816827220458167,0.10328053270154552,-0.37926224006294335,,,,,,,,,,,,,,,
70,3,1,237.8300018310547,31,31070,237.8300018310547,238.16000175476074,236.5108240388162,237.78237031228343,0.04763151877125438,0,0.9415463497611825,1.3191777922384915,-0.3299999237060547,237.8300018310547,237.78237031228343,238.72391666204462,239.10154810452192,237.45237038857738,,,,,31070,0.9415463497611825,,,,,,,0.029187361085067365,-0.19570037841796878,-0.6782431511824576,,,,,,,,,,,,,,,
71,3,1,238.61000061035156,31,31071,238.61000061035156,237.4950008392334,236.5108240388162,237.78237031228343,0.8276302980681294,0,2.386546044585401,2.0991765715353665,1.114999771118164,238.61000061035156,237.78237031228343,240.16891635686883,239.8815468838188,238.8973700834016,,,,,31071,2.386546044585401,,,,,,,-0.22580989233290139,-0.45069763183593753,-0.9332404046004263,,,,,,,,,,,,,,,
72,3,1,238.07000732421875,31,31072,238.07000732421875,237.99374961853027,236.5108240388162,237.78237031228343,0.2876370119353169,0,1.3478039791557137,1.559183285402554,0.07625770568847656,238.07000732421875,237.78237031228343,239.13017429143915,239.341553597686,237.8586280179719,,,,,31072,1.3478039791557137,,,,,,,-0.3445690476063389,-0.569456787109375,-1.0519995598738638,,,,,,,,,,,,,,,
73,3,1,236.7100067138672,31,31073,236.7100067138672,237.81625175476074,236.5108240388162,237.78237031228343,-1.0723635984162456,0,0.16530123257368246,0.19918267505099152,-1.1062450408935547,236.7100067138672,237.78237031228343,237.94767154485712,237.98155298733442,236.67612527138988,,,,,31073,0.16530123257368246,,,,,,,0.15293614038194236,-0.07195159912109378,-0.5544943718855826,,,,,,,,,,,,,,,
74,3,1,237.6300048828125,31,31074,237.6300048828125,237.46249771118164,236.5108240388162,237.78237031228343,-0.15236542947093312,0,1.4390534450980965,1.119180843996304,0.16750717163085938,237.6300048828125,237.78237031228343,239.22142375738153,238.90155115627974,237.9498774839143,,,,,31074,1.4390534450980965,,,,,,,0.5466834700938564,0.3217957305908203,-0.1607470421736686,,,,,,,,,,,,,,,
75,3,1,237.8300018310547,31,31075,237.8300018310547,237.97875213623047,236.5108240388162,237.78237031228343,0.04763151877125438,0,1.122795968291456,1.3191777922384915,-0.14875030517578125,237.8300018310547,237.78237031228343,238.9051662805749,239.10154810452192,237.63362000710765,,,,,31075,1.122795968291456,,,,,,,0.0704375899669033,-0.15445014953613284,-0.6369929223006217,,,,,,,,,,,,,,,
76,3,1,236.67999267578125,31,31076,236.67999267578125,237.85000038146973,236.5108240388162,237.78237031228343,-1.1023776365021831,0,0.10153856777876058,0.16916863696505402,-1.1700077056884766,236.67999267578125,237.78237031228343,237.8839088800622,237.9515389492485,236.61236260659496,,,,,31076,0.10153856777876058,,,,,,,-0.3008106552723545,-0.5256983947753906,-1.0082411675398795,,,,,,,,,,,,,,,
77,3,1,236.7100067138672,31,31077,236.7100067138672,238.25,236.5108240388162,237.78237031228343,-1.0723635984162456,0,-0.26844701266557536,0.19918267505099152,-1.5399932861328125,236.7100067138672,237.78237031228343,237.51392329961786,237.98155298733442,236.24237702615062,,,,,31077,-0.26844701266557536,,,,,,,0.27918545373643455,0.05429771423339841,-0.42824505853109046,,,,,,,,,,,,,,,
78,3,1,238.42999267578125,31,31078,238.42999267578125,238.08250045776367,236.5108240388162,237.78237031228343,0.6476223634978169,0,1.6190384914848153,1.919168636965054,0.3474922180175781,238.42999267578125,237.78237031228343,239.40140880376825,239.7015389492485,238.129862530301,,,,,31078,1.6190384914848153,,,,,,,-1.753311952269425,-1.9781996917724611,-2.46074246453695,,,,,,,,,,,,,,,
79,3,1,237.99000549316406,31,31079,237.99000549316406,237.1425018310547,236.5108240388162,237.78237031228343,0.20763518088062938,0,2.119049935576612,1.4791814543478665,0.847503662109375,237.99000549316406,237.78237031228343,239.90142024786005,239.2615517666313,238.6298739743928,,,,,31079,2.119049935576612,,,,,,,0.17669216760362205,-0.04819557189941409,-0.5307383446639029,,,,,,,,,,,,,,,
80,3,1,237.7899932861328,31,31080,237.7899932861328,238.05749893188477,236.5108240388162,237.78237031228343,0.0076229738493793775,0,1.004040627715284,1.2791692473166165,-0.2675056457519531,237.7899932861328,237.78237031228343,238.78641093999872,239.06153955960005,237.51486466653148,,,,,31080,1.004040627715284,,,,,,,0.10169140466416893,-0.12319633483886722,-0.605739107603356,,,,,,,,,,,,,,,
81,3,1,237.99000549316406,31,31081,237.99000549316406,237.87625122070312,236.5108240388162,237.78237031228343,0.20763518088062938,0,1.3853005459281746,1.4791814543478665,0.1137542724609375,237.99000549316406,237.78237031228343,239.1676708582116,239.2615517666313,237.89612458474437,,,,,31081,1.3853005459281746,,,,,,,0.5929366744395596,0.3680489349365234,-0.11449383782796546,,,,,,,,,,,,,,,
82,3,1,237.39999389648437,31,31082,237.39999389648437,237.49999809265137,236.5108240388162,237.78237031228343,-0.3823764157990581,0,1.171542077300245,0.889169857668179,-0.10000419616699219,237.39999389648437,237.78237031228343,238.95391238958368,238.6715401699516,237.68236611611644,,,,,31082,1.171542077300245,,,,,,,0.059186140381942365,-0.16570159912109378,-0.6482443718855826,,,,,,,,,,,,,,,
83,3,1,237.6699981689453,31,31083,237.6699981689453,237.82250213623047,236.5108240388162,237.78237031228343,-0.11237214333812062,0,1.119042306182081,1.1591741301291165,-0.15250396728515625,237.6699981689453,237.78237031228343,238.9014126184655,238.94154444241255,237.62986634499828,,,,,31083,1.119042306182081,,,,,,,-0.6433075272205968,-0.868195266723633,-1.3507380394881217,,,,,,,,,,,,,,,
84,3,1,237.1699981689453,31,31084,237.1699981689453,237.66309135736773,236.5108240388162,237.78237031228343,-0.6123721433381206,0,0.7784530850448164,0.6591741301291165,-0.4930931884224208,237.1699981689453,237.78237031228343,238.56082339732825,238.44154444241255,237.289277123861,,,,,31084,0.7784530850448164,,,,,,,-0.16153314994164403,-0.38642088944468017,-0.868963662209169,,,,,,,,,,,,,,,
85,3,1,237.60000610351562,31,31085,237.60000610351562,237.7375030517578,236.5108240388162,237.78237031228343,-0.18236420876780812,0,1.1340493252250496,1.089182064699429,-0.1374969482421875,237.60000610351562,237.78237031228343,238.91641963750848,238.87155237698286,237.64487336404125,,,,,31085,1.1340493252250496,,,,,,,1.5516921676036222,1.326804428100586,0.8442616553360971,,,,,,,,,,,,,,,
86,3,1,237.6199951171875,31,31086,237.6199951171875,237.9612522125244,236.5108240388162,237.78237031228343,-0.16237519509593312,0,0.9302891781303231,1.109171078371304,-0.34125709533691406,237.6199951171875,237.78237031228343,238.71265949041376,238.89154139065474,237.44111321694652,,,,,31086,0.9302891781303231,,,,,,,1.027939955079208,0.8030522155761719,0.320509442811683,,,,,,,,,,,,,,,
87,3,1,237.63999938964844,31,31087,237.63999938964844,237.7824993133545,236.5108240388162,237.78237031228343,-0.14237092263499562,0,1.1290463497611825,1.1291753508322415,-0.1424999237060547,237.63999938964844,237.78237031228343,238.91141666204462,238.91154566311567,237.63987038857738,,,,,31087,1.1290463497611825,,,,,,,0.41668430932725486,0.19179656982421872,-0.29074620294027015,,,,,,,,,,,,,,,
88,3,1,238.8699951171875,31,31088,238.8699951171875,238.04999923706055,236.5108240388162,237.78237031228343,1.0876248049040669,0,2.0915421535941903,2.359171078371304,0.8199958801269531,238.8699951171875,237.78237031228343,239.87391246587762,240.14154139065474,238.6023661924104,,,,,31088,2.0915421535941903,,,,,,,1.1191856063243253,0.8942978668212891,0.41175509405680016,,,,,,,,,,,,,,,
89,3,1,237.5,31,31089,237.5,237.9699993133545,236.5108240388162,237.78237031228343,-0.2823703122834331,0,0.801546960112745,0.989175961183804,-0.4699993133544922,237.5,237.78237031228343,238.58391727239618,238.77154627346724,237.31237099892894,,,,,31089,0.801546960112745,,,,,,,0.7891818679210049,0.5642941284179688,0.08175135565347985,,,,,,,,,,,,,,,
90,3,1,237.88999938964844,31,31090,237.88999938964844,237.40374946594238,236.5108240388162,237.78237031228343,0.10762907736500438,0,1.7577961971732918,1.3791753508322415,0.4862499237060547,237.88999938964844,237.78237031228343,239.54016650945672,239.16154566311567,238.2686202359895,,,,,31090,1.7577961971732918,,,,,,,0.30544392236436424,0.0805561828613281,-0.4019865899031608,,,,,,,,,,,,,,,
91,3,1,238.33999633789062,31,31091,238.33999633789062,237.67125129699707,236.5108240388162,237.78237031228343,0.5576260256071919,0,1.9402913143607918,1.829172299074429,0.6687450408935547,238.33999633789062,237.78237031228343,239.72266162664422,239.61154261135786,238.451115353177,,,,,31091,1.9402913143607918,,,,,,,1.8279353774424891,1.603047637939453,1.1205048651749643,,,,,,,,,,,,,,,
92,3,1,237.97000122070312,31,31092,237.97000122070312,237.9162483215332,236.5108240388162,237.78237031228343,0.18763090841969188,0,1.325299172637159,1.459177181886929,0.053752899169921875,237.97000122070312,237.78237031228343,239.1076694849206,239.24154749417036,237.83612321145335,,,,,31092,1.325299172637159,,,,,,,0.9529334700938564,0.7280457305908203,0.2455029578263314,,,,,,,,,,,,,,,
93,3,1,231.6300048828125,31,31093,231.6300048828125,236.86500358581543,236.5108240388162,237.78237031228343,-6.152365429470933,0,-3.9634524295356925,-4.880819156003696,-5.23499870300293,231.6300048828125,237.78237031228343,233.81891788274774,232.90155115627974,232.5473716092805,,,,,31093,-3.9634524295356925,,,,,,,1.20419041284288,0.9793026733398438,0.49675990057535485,,,,,,,,,,,,,,,
94,3,1,237.52999877929687,31,31094,237.52999877929687,237.7887477874756,236.5108240388162,237.78237031228343,-0.2523715329865581,0,1.0127972652885262,1.019174740480679,-0.25874900817871094,237.52999877929687,237.78237031228343,238.79516757757196,238.8015450527641,237.52362130410472,,,,,31094,1.0127972652885262,,,,,,,1.3004352248545987,1.0755474853515625,0.5930047125870737,,,,,,,,,,,,,,,
95,3,1,237.35000610351562,31,31095,237.35000610351562,237.8300018310547,236.5108240388162,237.78237031228343,-0.4323642087678081,0,0.7915505459281746,0.839182064699429,-0.4799957275390625,237.35000610351562,237.78237031228343,238.5739208582116,238.62155237698286,237.30237458474437,,,,,31095,0.7915505459281746,,,,,,,1.6591903365489344,1.4343025970458982,0.9517598242814096,,,,,,,,,,,,,,,
96,3,1,237.25,31,31096,237.25,237.75000190734863,236.5108240388162,237.78237031228343,-0.5323703122834331,0,0.7715443661186043,0.739175961183804,-0.5000019073486328,237.25,237.78237031228343,238.55391467840204,238.52154627346724,237.2823684049348,,,,,31096,0.7715443661186043,,,,,,,0.8491908706065517,0.6243031311035157,0.14176035833902673,,,,,,,,,,,,,,,
97,3,1,237.25,31,31097,237.25,237.61750030517578,236.5108240388162,237.78237031228343,-0.5323703122834331,0,0.9040459682914559,0.739175961183804,-0.36750030517578125,237.25,237.78237031228343,238.6864162805749,238.52154627346724,237.41487000710765,,,,,31097,0.9040459682914559,,,,,,,1.0016814864512784,0.7767937469482422,0.2942509741837533,,,,,,,,,,,,,,,
98,3,1,238.47000122070312,31,31098,238.47000122070312,238.59249877929687,236.5108240388162,237.78237031228343,0.6876309084196919,0,1.1490487148734871,1.959177181886929,-0.12249755859375,238.47000122070312,237.78237031228343,238.93141902715692,239.74154749417036,237.65987275368968,,,,,31098,1.1490487148734871,,,,,,,1.2866927779551847,1.0618050384521485,0.5792622656876596,,,,,,,,,,,,,,,
99,3,1,237.4199981689453,31,31099,237.4199981689453,238.17184227289505,236.5108240388162,237.78237031228343,-0.3623721433381206,0,0.519702169517501,0.9091741301291165,-0.7518441039497361,237.4199981689453,237.78237031228343,238.30207248180093,238.69154444241255,237.0305262083337,,,,,31099,0.519702169517501,,,,,,,0.42735050506013594,0.2024627655570998,-0.28008000720738907,,,,,,,,,,,,,,,
100,3,1,237.30999755859375,31,31100,237.30999755859375,238.0587501525879,236.5108240388162,237.78237031228343,-0.4723727536896831,0,0.5227936794730965,0.799173519777554,-0.7487525939941406,237.30999755859375,237.78237031228343,238.30516399175653,238.581543832061,237.0336177182893,,,,,31100,0.5227936794730965,,,,,,,0.6104346907969814,0.3855469512939453,-0.09699582147054359,,,,,,,,,,,,,,,
1,3,2,232.3000030517578,32,32001,232.3000030517578,237.25749969482422,236.97524732079648,237.78237031228343,-5.482367260525621,0,-4.150373651579457,-4.6752442690386715,-4.957496643066406,232.3000030517578,237.78237031228343,233.63199666070398,233.10712604324476,232.82487366921703,,,,,32001,-4.150373651579457,,,,,,,3.3293328215353695,3.3355066680908205,3.335325377625053,,,,,,,,,,,,,,,
2,3,2,239.67999267578125,32,32002,239.67999267578125,237.84124755859375,236.97524732079648,237.78237031228343,1.8976223634978169,0,2.645868108674449,2.704745354984766,1.8387451171875,239.67999267578125,237.78237031228343,240.42823842095788,240.4871156672682,239.62111542947093,,,,,32002,2.645868108674449,,,,,,,1.6755776335470878,1.681751480102539,1.6815701896367719,,,,,,,,,,,,,,,
3,3,2,237.22000122070312,32,32003,237.22000122070312,237.30999946594238,236.97524732079648,237.78237031228343,-0.5623690915803081,0,0.7171247462476913,0.24475389990664098,-0.08999824523925781,237.22000122070312,237.78237031228343,238.49949505853112,238.02712421219007,237.69237206704418,,,,,32003,0.7171247462476913,,,,,,,1.1868214537375175,1.1929953002929687,1.1928140098272015,,,,,,,,,,,,,,,
4,3,2,237.82000732421875,32,32004,237.82000732421875,237.61529812009013,236.97524732079648,237.78237031228343,0.03763701193531688,0,1.0118321956155683,0.844760003422266,0.20470920412861915,237.82000732421875,237.78237031228343,238.794202507899,238.6271303157057,237.98707951641205,,,,,32004,1.0118321956155683,,,,,,,0.811530734160082,0.8177045807155332,0.817523290249766,,,,,,,,,,,,,,,
5,3,2,238.64999389648437,32,32005,238.64999389648437,238.04625129699707,236.97524732079648,237.78237031228343,0.8676235842009419,0,1.4108655909742538,1.674746575687891,0.6037425994873047,238.64999389648437,237.78237031228343,239.1932359032577,239.45711688797132,238.38611291177074,,,,,32005,1.4108655909742538,,,,,,,0.7005696226828301,0.7067434692382812,0.706562178772514,,,,,,,,,,,,,,,
6,3,2,238.97000122070312,32,32006,238.97000122070312,237.98250007629395,236.97524732079648,237.78237031228343,1.1876309084196919,0,1.7946241358961288,1.994753899906641,0.9875011444091797,238.97000122070312,237.78237031228343,239.57699444817956,239.77712421219007,238.7698714566926,,,,,32006,1.7946241358961288,,,,,,,1.4143299986593925,1.4205038452148437,1.4203225547490765,,,,,,,,,,,,,,,
7,3,2,237.64999389648437,32,32007,237.64999389648437,237.35875129699707,236.97524732079648,237.78237031228343,-0.13237641579905812,0,1.0983655909742538,0.674746575687891,0.2912425994873047,237.64999389648437,237.78237031228343,238.8807359032577,238.45711688797132,238.07361291177074,,,,,32007,1.0983655909742538,,,,,,,1.0380787779562675,1.0442526245117187,1.0440713340459515,,,,,,,,,,,,,,,
8,3,2,237.91000366210937,32,32008,237.91000366210937,237.80000114440918,236.97524732079648,237.78237031228343,0.12763334982594188,0,0.9171255091871444,0.934756341312891,0.11000251770019531,237.91000366210937,237.78237031228343,238.69949582147058,238.71712665359632,237.89237282998363,,,,,32008,0.9171255091871444,,,,,,,0.0668301512472832,0.07300399780273442,0.07282270733696722,,,,,,,,,,,,,,,
9,3,2,237.8000030517578,32,32009,237.8000030517578,237.82499885559082,236.97524732079648,237.78237031228343,0.017632739474379377,0,0.7821271876539413,0.8247557309613285,-0.024995803833007813,237.8000030517578,237.78237031228343,238.56449749993737,238.60712604324476,237.75737450845043,,,,,32009,0.7821271876539413,,,,,,,1.1918263365500175,1.1980001831054687,1.1978188926397015,,,,,,,,,,,,,,,
10,3,2,238.02000427246094,32,32010,238.02000427246094,237.77375411987305,236.97524732079648,237.78237031228343,0.23763396017750438,0,1.0533731440748397,1.0447569516644535,0.24625015258789063,238.02000427246094,237.78237031228343,238.83574345635827,238.8271272639479,238.02862046487132,,,,,32010,1.0533731440748397,,,,,,,0.873075955080291,0.8792498016357422,0.879068511169975,,,,,,,,,,,,,,,
11,3,2,237.22000122070312,32,32011,237.22000122070312,237.79500198364258,236.97524732079648,237.78237031228343,-0.5623690915803081,0,0.23212222854749598,0.24475389990664098,-0.5750007629394531,237.22000122070312,237.78237031228343,238.01449254083093,238.02712421219007,237.20736954934398,,,,,32011,0.23212222854749598,,,,,,,0.14182137744357226,0.14799522399902348,0.14781393353325628,,,,,,,,,,,,,,,
12,3,2,237.86000061035156,32,32012,237.86000061035156,237.82000160217285,236.97524732079648,237.78237031228343,0.07763029806812938,0,0.84712199966566,0.8847532895550785,0.03999900817871094,237.86000061035156,237.78237031228343,238.6294923119491,238.6671236018385,237.82236932046214,,,,,32012,0.84712199966566,,,,,,,0.10682725207736132,0.11300109863281255,0.11281980816704534,,,,,,,,,,,,,,,
13,3,2,238.33999633789062,32,32013,238.33999633789062,238.0974998474121,236.97524732079648,237.78237031228343,0.5576260256071919,0,1.0496194819654647,1.364749017094141,0.24249649047851563,238.33999633789062,237.78237031228343,238.8319897942489,239.14711932937757,238.02486680276195,,,,,32013,1.0496194819654647,,,,,,,1.279325955080291,1.2854998016357422,1.285318511169975,,,,,,,,,,,,,,,
14,3,2,240.0500030517578,32,32014,240.0500030517578,237.29000091552734,236.97524732079648,237.78237031228343,2.2676327394743794,0,3.567125127717418,3.0747557309613285,2.7600021362304687,240.0500030517578,237.78237031228343,241.34949544000085,240.85712604324476,240.5423724485139,,,,,32014,3.567125127717418,,,,,,,2.866823666261932,2.872997512817383,2.8728162223516156,,,,,,,,,,,,,,,
15,3,2,239.4199981689453,32,32015,239.4199981689453,238.42374992370605,236.97524732079648,237.78237031228343,1.6376278566618794,0,1.803371236726207,2.4447508481488285,0.9962482452392578,239.4199981689453,237.78237031228343,239.58574154900964,240.22712116043226,238.7786185575227,,,,,32015,1.803371236726207,,,,,,,1.0530819823019706,1.0592558288574219,1.0590745383916547,,,,,,,,,,,,,,,
