"TIME","FACTOR 1","FACTOR 2","Y","PDC RSG","PDCxT RSG","YBAR(k,t)","YBAR(.t)","YBAR(k.)","YBAR","R1","R2","R3","R4","R5","RCR1","RCR2","RCR3","RCR4","RCR5","PDC ID","PDC MAIN EFFECTS","PT ID","PT MAIN EFFECTS","PDCxPT ID","PDCxPT INTERACTION EFFECTS","F1 ID","F1 MAIN EFFECT","F2 ID","F2 MAIN EFFECT","F1xF2 ID","F1xF2 INTERACTION EFFECT","F1 MAIN EFFECTS","F2 MAIN EFFECTS","F1xF2 INTERACTION EFFECTS","TAGUCHI COMPONENT","TAGUCHI LOSS","PERCENT CONTRIBUTION TO LOSS","LOSS FUNCTION LABELS","TAGUCHI-COMPONENT","TAGUCHI-LOSS","PERCENT-CONTRIBUTION TO LOSS","LOSS-FUNCTION LABELS","VAS MU ESTIMATE","GLM MU ESTIMATE PDCxT","GLM MU ESTIMATE F1-F2","VAS PDC AND PT ESTIMATES","GLM PDC AND PT ESTIMATES","VAS F1,F2 AND F1xF2 ESTIMATES","GLM F1,F2 AND F1xF2 ESTIMATES"
13,2,1,237.55999755859375,21,21013,237.55999755859375,238.0974998474121,237.3947003173828,237.78237031228343,-0.22237275368968312,0,-0.1498322939177399,0.16529724121093636,-0.5375022888183594,237.55999755859375,237.78237031228343,237.6325380183657,237.94766755349437,237.24486802346507,,,,,21013,-0.1498322939177399,,,,,,,-0.7652821029063563,-0.10762490924018109,0.4235183273914951,,,,,,,,,,,,,,,
14,2,1,237.7100067138672,21,21014,237.7100067138672,237.29000091552734,237.3947003173828,237.78237031228343,-0.07236359841624562,0,0.8076757932404632,0.31530639648437386,0.42000579833984375,237.7100067138672,237.78237031228343,238.5900461055239,238.0976767087678,238.20237611062328,,,,,21014,0.8076757932404632,,,,,,,0.06220584265028428,0.7198630363164595,1.2510062729481357,,,,,,,,,,,,,,,
15,2,1,237.2899932861328,21,21015,237.2899932861328,238.42374992370605,237.3947003173828,237.78237031228343,-0.4923770261506206,0,-0.7460866426726227,-0.10470703125000114,-1.1337566375732422,237.2899932861328,237.78237031228343,237.0362836696108,237.67766328103343,236.6486136747102,,,,,21015,-0.7460866426726227,,,,,,,-2.421534010254989,-1.763876816588814,-1.2327335799571377,,,,,,,,,,,,,,,
16,2,1,236.8000030517578,21,21016,236.8000030517578,237.71875190734863,237.3947003173828,237.78237031228343,-0.9823672605256206,0,-0.5310788606902008,-0.5946972656250011,-0.9187488555908203,236.8000030517578,237.78237031228343,237.25129145159323,237.18767304665843,236.8636214566926,,,,,21016,-0.5310788606902008,,,,,,,-2.106535383546005,-1.4488781898798295,-0.9177349532481534,,,,,,,,,,,,,,,
17,2,1,236.60000610351562,21,21017,236.60000610351562,238.00875091552734,237.3947003173828,237.78237031228343,-1.1823642087678081,0,-1.0210748171110993,-0.7946942138671886,-1.4087448120117187,236.60000610351562,237.78237031228343,236.76129549517233,236.98767609841624,236.37362550027171,,,,,21017,-1.0210748171110993,,,,,,,-1.9765362227794032,-1.318879029113228,-0.7877357924815518,,,,,,,,,,,,,,,
18,2,1,235.47999572753906,21,21018,235.47999572753906,237.62374877929687,237.3947003173828,237.78237031228343,-2.3023745847443706,0,-1.756083056857193,-1.9147045898437511,-2.1437530517578125,235.47999572753906,237.78237031228343,236.02628725542624,235.86766572243968,235.63861726052562,,,,,21018,-1.756083056857193,,,,,,,-3.211544462525497,-2.553887268859322,-2.0227440322276458,,,,,,,,,,,,,,,
19,2,1,236.69000244140625,21,21019,236.69000244140625,237.7199993133545,237.3947003173828,237.78237031228343,-1.0923678708771831,0,-0.6423268770476227,-0.7046978759765636,-1.0299968719482422,236.69000244140625,237.78237031228343,237.1400434352358,237.07767243630687,236.7523734403352,,,,,21019,-0.6423268770476227,,,,,,,-2.807794996583114,-2.150137802916939,-1.618994566285263,,,,,,,,,,,,,,,
20,2,1,236.86000061035156,21,21020,236.86000061035156,237.57000160217285,237.3947003173828,237.78237031228343,-0.9223697019318706,0,-0.3223309969206696,-0.5346997070312511,-0.7100009918212891,236.86000061035156,237.78237031228343,237.46003931536276,237.24767060525218,237.07236932046214,,,,,21020,-0.3223309969206696,,,,,,,-2.8977875197764735,-2.2401303261102985,-1.7089870894786223,,,,,,,,,,,,,,,
21,2,1,236.66000366210937,21,21021,236.66000366210937,237.69250106811523,237.3947003173828,237.78237031228343,-1.1223666501740581,0,-0.6448274111052399,-0.7346966552734386,-1.0324974060058594,236.66000366210937,237.78237031228343,237.1375429011782,237.04767365701,236.74987290627757,,,,,21021,-0.6448274111052399,,,,,,,-2.4002918685313563,-1.742634674865181,-1.211491438233505,,,,,,,,,,,,,,,
22,2,1,237.47000122070313,21,21022,237.47000122070313,237.7037525177002,237.3947003173828,237.78237031228343,-0.3123690915803081,0,0.15391869790354917,0.07530090332031136,-0.2337512969970703,237.47000122070313,237.78237031228343,237.93628901018698,237.85767121560374,237.54861901528636,,,,,21022,0.15391869790354917,,,,,,,-1.4515366042491298,-0.7938794105829545,-0.26273617395127835,,,,,,,,,,,,,,,
23,2,1,236.6699981689453,21,21023,236.6699981689453,237.67500114440918,237.3947003173828,237.78237031228343,-1.1123721433381206,0,-0.6173329805632477,-0.7247021484375011,-1.0050029754638672,236.6699981689453,237.78237031228343,237.16503733172019,237.05766816384593,236.77736733681957,,,,,21023,-0.6173329805632477,,,,,,,-1.8027901137706142,-1.145132920104439,-0.6139896834727627,,,,,,,,,,,,,,,
24,2,1,236.88999938964844,21,21024,236.88999938964844,237.81250190734863,237.3947003173828,237.78237031228343,-0.8923709226349956,0,-0.5348325227995758,-0.5047009277343761,-0.9225025177001953,236.88999938964844,237.78237031228343,237.24753778948386,237.27766938454906,236.85986779458324,,,,,21024,-0.5348325227995758,,,,,,,-1.2302841628428798,-0.5726269691767045,-0.04148373254502835,,,,,,,,,,,,,,,
25,2,1,237.49000549316406,21,21025,237.49000549316406,237.72904667050517,237.3947003173828,237.78237031228343,-0.2923648191193706,0,0.14862881755951207,0.09530517578124886,-0.2390411773411074,237.49000549316406,237.78237031228343,237.93099912984295,237.87767548806468,237.54332913494233,,,,,21025,0.14862881755951207,,,,,,,-1.1468289259994169,-0.4891717323332416,0.04197150429843455,,,,,,,,,,,,,,,
26,2,1,238.30999755859375,21,21026,238.30999755859375,237.86124992370605,237.3947003173828,237.78237031228343,0.5276272463103169,0,0.8364176297883148,0.9152972412109364,0.4487476348876953,238.30999755859375,237.78237031228343,238.61878794207175,238.69766755349437,238.23111794717113,,,,,21026,0.8364176297883148,,,,,,,-0.23903889306748916,0.4186183005986861,0.9497615372303623,,,,,,,,,,,,,,,
27,2,1,237.6199951171875,21,21027,237.6199951171875,237.9412498474121,237.3947003173828,237.78237031228343,-0.16237519509593312,0,0.06641526467601011,0.22529479980468636,-0.3212547302246094,237.6199951171875,237.78237031228343,237.84878557695944,238.00766511208812,237.46111558205882,,,,,21027,0.06641526467601011,,,,,,,0.39096789709364366,1.048625090759819,1.579768327391495,,,,,,,,,,,,,,,
28,2,1,236.97999572753906,21,21028,236.97999572753906,238.30749702453613,237.3947003173828,237.78237031228343,-0.8023745847443706,0,-0.9398313020964508,-0.41470458984375114,-1.3275012969970703,236.97999572753906,237.78237031228343,236.84253901018698,237.36766572243968,236.45486901528636,,,,,21028,-0.9398313020964508,,,,,,,0.5747085129383702,1.2323657066045455,1.7635089432362216,,,,,,,,,,,,,,,
29,2,1,237.9199981689453,21,21029,237.9199981689453,237.5500030517578,237.3947003173828,237.78237031228343,0.13762785666187938,0,0.7576651120881195,0.5252978515624989,0.3699951171875,237.9199981689453,237.78237031228343,238.54003542437155,238.30766816384593,238.15236542947093,,,,,21029,0.7576651120881195,,,,,,,-2.927792021119247,-2.270134827453072,-1.7389915908213958,,,,,,,,,,,,,,,
30,2,1,237.52999877929687,21,21030,237.52999877929687,238.1862506866455,237.3947003173828,237.78237031228343,-0.2523715329865581,0,-0.2685819124480133,0.13529846191406136,-0.6562519073486328,237.52999877929687,237.78237031228343,237.51378839983542,237.9176687741975,237.1261184049348,,,,,21030,-0.2685819124480133,,,,,,,1.6259627853993075,2.2836199790654828,2.814763215697159,,,,,,,,,,,,,,,
31,2,1,237.05999755859375,21,21031,237.05999755859375,237.5887508392334,237.3947003173828,237.78237031228343,-0.7223727536896831,0,-0.14108328573902895,-0.33470275878906364,-0.5287532806396484,237.05999755859375,237.78237031228343,237.6412870265444,237.44766755349437,237.25361703164378,,,,,21031,-0.14108328573902895,,,,,,,1.2934546982411044,1.9511118919072796,2.482255128538956,,,,,,,,,,,,,,,
32,2,1,236.67999267578125,21,21032,236.67999267578125,237.81749725341797,237.3947003173828,237.78237031228343,-1.1023776365021831,0,-0.7498345827360993,-0.7147076416015636,-1.1375045776367187,236.67999267578125,237.78237031228343,237.03253572954733,237.06766267068187,236.64486573464671,,,,,21032,-0.7498345827360993,,,,,,,1.254710725462784,1.9123679191289593,2.4435111557606355,,,,,,,,,,,,,,,
33,2,1,237.4199981689453,21,21033,237.4199981689453,238.20374870300293,237.3947003173828,237.78237031228343,-0.3623721433381206,0,-0.3960805391569977,0.025297851562498863,-0.7837505340576172,237.4199981689453,237.78237031228343,237.38628977312644,237.80766816384593,236.99861977822582,,,,,21033,-0.3960805391569977,,,,,,,0.5584617172840733,1.2161189109502486,1.7472621475819248,,,,,,,,,,,,,,,
34,2,1,236.8699951171875,21,21034,236.8699951171875,238.10624885559082,237.3947003173828,237.78237031228343,-0.9123751950959331,0,-0.8485837435027008,-0.5247052001953136,-1.2362537384033203,236.8699951171875,237.78237031228343,236.93378656878073,237.25766511208812,236.5461165738801,,,,,21034,-0.8485837435027008,,,,,,,1.6859603439930575,2.3436175376592328,2.874760774290909,,,,,,,,,,,,,,,
35,2,1,236.97000122070312,21,21035,236.97000122070312,237.7324981689453,237.3947003173828,237.78237031228343,-0.8123690915803081,0,-0.374826953341568,-0.42469909667968864,-0.7624969482421875,236.97000122070312,237.78237031228343,237.40754335894187,237.35767121560374,237.01987336404125,,,,,21035,-0.374826953341568,,,,,,,1.0397067581776278,1.697363951843803,2.2285071884754792,,,,,,,,,,,,,,,
36,2,1,236.44000244140625,21,21036,236.44000244140625,237.7824993133545,237.3947003173828,237.78237031228343,-1.3423678708771831,0,-0.9548268770476227,-0.9546978759765636,-1.3424968719482422,236.44000244140625,237.78237031228343,236.8275434352358,236.82767243630687,236.4398734403352,,,,,21036,-0.9548268770476227,,,,,,,0.8097129379871983,1.4673701316533736,1.9985133682850498,,,,,,,,,,,,,,,
37,2,1,236.97999572753906,21,21037,236.97999572753906,237.78874969482422,237.3947003173828,237.78237031228343,-0.8023745847443706,0,-0.42108397238453676,-0.41470458984375114,-0.8087539672851563,236.97999572753906,237.78237031228343,237.3612863398989,237.36766572243968,236.97361634499828,,,,,21037,-0.42108397238453676,,,,,,,0.4134631668690343,1.0711203605352095,1.6022635971668857,,,,,,,,,,,,,,,
38,2,1,237.49000549316406,21,21038,237.49000549316406,237.7800006866455,237.3947003173828,237.78237031228343,-0.2923648191193706,0,0.09767480141917417,0.09530517578124886,-0.2899951934814453,237.49000549316406,237.78237031228343,237.8800451137026,237.87767548806468,237.492375118802,,,,,21038,0.09767480141917417,,,,,,,0.22221522680555772,0.879872420471733,1.4110156571034091,,,,,,,,,,,,,,,
39,2,1,236.1999969482422,21,21039,236.1999969482422,237.7012481689453,237.3947003173828,237.78237031228343,-1.5823733640412456,0,-1.1135812258025055,-1.1947033691406261,-1.501251220703125,236.1999969482422,237.78237031228343,236.66878908648093,236.5876669431428,236.2811190915803,,,,,21039,-1.1135812258025055,,,,,,,-0.14902920373643447,0.5086279899297408,1.039771226561417,,,,,,,,,,,,,,,
40,2,1,237.0399932861328,21,21040,237.0399932861328,238.24809044184036,237.3947003173828,237.78237031228343,-0.7423770261506206,0,-0.8204271608069291,-0.35470703125000114,-1.2080971557075486,237.0399932861328,237.78237031228343,236.9619431514765,237.42766328103343,236.57427315657588,,,,,21040,-0.8204271608069291,,,,,,,-0.23350848856682838,0.4241487050993469,0.955291941731023,,,,,,,,,,,,,,,
41,2,1,237.32000732421875,21,21041,237.32000732421875,238.13125038146973,237.3947003173828,237.78237031228343,-0.4623629880646831,0,-0.4235730623503571,-0.07469299316406364,-0.8112430572509766,237.32000732421875,237.78237031228343,237.35879724993308,237.70767731911937,236.97112725503246,,,,,21041,-0.4235730623503571,,,,,,,-1.069036909424911,-0.4113797157587358,0.1197635208729404,,,,,,,,,,,,,,,
42,2,1,237.52999877929687,21,21042,237.52999877929687,237.57875061035156,237.3947003173828,237.78237031228343,-0.2523715329865581,0,0.338918163845932,0.13529846191406136,-0.0487518310546875,237.52999877929687,237.78237031228343,238.12128847612937,237.9176687741975,237.73361848122875,,,,,21042,0.338918163845932,,,,,,,-0.9065365279551845,-0.2488793342890092,0.28226390234266696,,,,,,,,,,,,,,,
43,2,1,237.5800018310547,21,21043,237.5800018310547,238.16875076293945,237.3947003173828,237.78237031228343,-0.20236848122874562,0,-0.20107893698414614,0.18530151367187386,-0.5887489318847656,237.5800018310547,237.78237031228343,237.5812913752993,237.9676718259553,237.19362138039867,,,,,21043,-0.20107893698414614,,,,,,,-0.7465366805430751,-0.08887948687689984,0.44226374975477634,,,,,,,,,,,,,,,
44,2,1,236.1999969482422,21,21044,236.1999969482422,237.55500030517578,237.3947003173828,237.78237031228343,-1.5823733640412456,0,-0.9673333620329743,-1.1947033691406261,-1.3550033569335937,236.1999969482422,237.78237031228343,236.81503695025046,236.5876669431428,236.42736695534984,,,,,21044,-0.9673333620329743,,,,,,,-2.942783781373153,-2.285126587706978,-1.753983351075302,,,,,,,,,,,,,,,
45,2,1,237,21,21045,237,237.87750244140625,237.3947003173828,237.78237031228343,-0.7823703122834331,0,-0.4898324465056305,-0.39470031738281364,-0.87750244140625,237,237.78237031228343,237.2925378657778,237.38766999490062,236.90486787087718,,,,,21045,-0.4898324465056305,,,,,,,-2.365292021119247,-1.7076348274530717,-1.1764915908213955,,,,,,,,,,,,,,,
46,2,1,236.1300048828125,21,21046,236.1300048828125,237.68999862670898,237.3947003173828,237.78237031228343,-1.6523654294709331,0,-1.172323748995865,-1.2646954345703136,-1.5599937438964844,236.1300048828125,237.78237031228343,236.61004656328757,236.51767487771312,236.22237656838695,,,,,21046,-1.172323748995865,,,,,,,-2.3977894271251063,-1.740132233458931,-1.208988996827255,,,,,,,,,,,,,,,
47,2,1,236.9600067138672,21,21047,236.9600067138672,237.30124855041504,237.3947003173828,237.78237031228343,-0.8223635984162456,0,0.04642815835276792,-0.43469360351562614,-0.34124183654785156,236.9600067138672,237.78237031228343,237.8287984706362,237.3476767087678,237.44112847573558,,,,,21047,0.04642815835276792,,,,,,,-4.099035688721786,-3.441378495055611,-2.910235258423935,,,,,,,,,,,,,,,
48,2,1,237.39999389648437,21,21048,237.39999389648437,237.75125122070312,237.3947003173828,237.78237031228343,-0.3823764157990581,0,0.036412670681869486,0.005293579101561363,-0.35125732421875,237.39999389648437,237.78237031228343,237.8187829829653,237.787663891385,237.43111298806468,,,,,21048,0.036412670681869486,,,,,,,-2.829037138306747,-2.171379944640572,-1.6402367080088958,,,,,,,,,,,,,,,
49,2,1,235.97000122070312,21,21049,235.97000122070312,237.63250160217285,237.3947003173828,237.78237031228343,-1.8123690915803081,0,-1.274830386569107,-1.4246990966796886,-1.6625003814697266,235.97000122070312,237.78237031228343,236.50753992571433,236.35767121560374,236.1198699308137,,,,,21049,-1.274830386569107,,,,,,,-2.7402862990733485,-2.0826291054071735,-1.551485868775497,,,,,,,,,,,,,,,
50,2,1,237.63999938964844,21,21050,237.63999938964844,237.75500106811523,237.3947003173828,237.78237031228343,-0.14237092263499562,0,0.2726683164338226,0.24529907226562386,-0.11500167846679688,237.63999938964844,237.78237031228343,238.05503862871726,238.02766938454906,237.66736863381664,,,,,21050,0.2726683164338226,,,,,,,-1.8627857650157313,-1.205128571349556,-0.6739853347178799,,,,,,,,,,,,,,,
51,2,1,236.2100067138672,21,21051,236.2100067138672,237.72875213623047,237.3947003173828,237.78237031228343,-1.5723635984162456,0,-1.1310754274626618,-1.1846936035156261,-1.5187454223632813,236.2100067138672,237.78237031228343,236.65129488482077,236.5976767087678,236.26362488992015,,,,,21051,-1.1310754274626618,,,,,,,-1.0865368331309657,-0.42887963946479046,0.10226359716688571,,,,,,,,,,,,,,,
52,2,1,236.85000610351562,21,21052,236.85000610351562,237.8375015258789,237.3947003173828,237.78237031228343,-0.9323642087678081,0,-0.5998254274626618,-0.5446942138671886,-0.9874954223632813,236.85000610351562,237.78237031228343,237.18254488482077,237.23767609841624,236.79487488992015,,,,,21052,-0.5998254274626618,,,,,,,-2.385288664185653,-1.727631470519478,-1.1964882338878018,,,,,,,,,,,,,,,
53,2,1,237.39999389648437,21,21053,237.39999389648437,237.29124641418457,237.3947003173828,237.78237031228343,-0.3823764157990581,0,0.4964174772004242,0.005293579101561363,0.10874748229980469,237.39999389648437,237.78237031228343,238.27878778948386,237.787663891385,237.89111779458324,,,,,21053,0.4964174772004242,,,,,,,-0.21903843530381728,0.438618758362358,0.9697619949940342,,,,,,,,,,,,,,,
54,2,1,237.1300048828125,21,21054,237.1300048828125,238.30249786376953,237.3947003173828,237.78237031228343,-0.6523654294709331,0,-0.7848229860564118,-0.26469543457031364,-1.1724929809570312,237.1300048828125,237.78237031228343,236.99754732622702,237.51767487771312,236.6098773313264,,,,,21054,-0.7848229860564118,,,,,,,-0.8802837813731532,-0.22262658770697796,0.3085166489246982,,,,,,,,,,,,,,,
55,2,1,236.5800018310547,21,21055,236.5800018310547,237.54749870300293,237.3947003173828,237.78237031228343,-1.2023684812287456,0,-0.5798268770476227,-0.8146984863281261,-0.9674968719482422,236.5800018310547,237.78237031228343,237.2025434352358,236.9676718259553,236.8148734403352,,,,,21055,-0.5798268770476227,,,,,,,-2.7552895034190517,-2.0976323097528766,-1.5664890731212002,,,,,,,,,,,,,,,
56,2,1,236.7899932861328,21,21056,236.7899932861328,237.86374855041504,237.3947003173828,237.78237031228343,-0.9923770261506206,0,-0.6860852693816071,-0.6047070312500011,-1.0737552642822266,236.7899932861328,237.78237031228343,237.09628504290183,237.17766328103343,236.7086150480012,,,,,21056,-0.6860852693816071,,,,,,,-2.4315399611827235,-1.7738827675165483,-1.242739530884872,,,,,,,,,,,,,,,
57,2,1,237.0800018310547,21,21057,237.0800018310547,237.60000038146973,237.3947003173828,237.78237031228343,-0.7023684812287456,0,-0.13232855551441958,-0.31469848632812614,-0.5199985504150391,237.0800018310547,237.78237031228343,237.650041756769,237.4676718259553,237.2623717618684,,,,,21057,-0.13232855551441958,,,,,,,-1.817785688721786,-1.1601284950556108,-0.6289852584239346,,,,,,,,,,,,,,,
58,2,1,237.2899932861328,21,21058,237.2899932861328,238.00625038146973,237.3947003173828,237.78237031228343,-0.4923770261506206,0,-0.3285871004362946,-0.10470703125000114,-0.7162570953369141,237.2899932861328,237.78237031228343,237.45378321184714,237.67766328103343,237.06611321694652,,,,,21058,-0.3285871004362946,,,,,,,-1.034033247315536,-0.3763760536493608,0.1547671829823154,,,,,,,,,,,,,,,
59,2,1,236.5,21,21059,236.5,237.73624992370605,237.3947003173828,237.78237031228343,-1.2823703122834331,0,-0.8485799288054352,-0.8947003173828136,-1.2362499237060547,236.5,237.78237031228343,236.933790383478,236.88766999490062,236.54612038857738,,,,,21059,-0.8485799288054352,,,,,,,-2.734034010254989,-2.076376816588814,-1.5452335799571377,,,,,,,,,,,,,,,
60,2,1,237.11000061035156,21,21060,237.11000061035156,237.47250175476074,237.3947003173828,237.78237031228343,-0.6723697019318706,0,0.025168850491439798,-0.28469970703125114,-0.3625011444091797,237.11000061035156,237.78237031228343,237.80753916277487,237.49767060525218,237.41986916787425,,,,,21060,0.025168850491439798,,,,,,,-2.4402870620128017,-1.7826298683466264,-1.2514866317149502,,,,,,,,,,,,,,,
61,2,1,237.10000610351562,21,21061,237.10000610351562,237.87499809265137,237.3947003173828,237.78237031228343,-0.6823642087678081,0,-0.3873219942351227,-0.29469421386718864,-0.7749919891357422,237.10000610351562,237.78237031228343,237.3950483180483,237.48767609841624,237.0073783231477,,,,,21061,-0.3873219942351227,,,,,,,-2.1927895034190517,-1.5351323097528764,-1.0039890731212002,,,,,,,,,,,,,,,
62,2,1,237.72000122070312,21,21062,237.72000122070312,237.4537525177002,237.3947003173828,237.78237031228343,-0.06236909158030812,0,0.6539186979035492,0.32530090332031136,0.2662487030029297,237.72000122070312,237.78237031228343,238.43628901018698,238.10767121560374,238.04861901528636,,,,,21062,0.6539186979035492,,,,,,,-1.9115433181163173,-1.253886124450142,-0.7227428878184659,,,,,,,,,,,,,,,
63,2,1,236.44000244140625,21,21063,236.44000244140625,237.59249877929687,237.3947003173828,237.78237031228343,-1.3423678708771831,0,-0.7648263429900055,-0.9546978759765636,-1.152496337890625,236.44000244140625,237.78237031228343,237.01754396929343,236.82767243630687,236.6298739743928,,,,,21063,-0.7648263429900055,,,,,,,-1.330288359009872,-0.6726311653436967,-0.14148792871202054,,,,,,,,,,,,,,,
64,2,1,237.22000122070312,21,21064,237.22000122070312,238.1437473297119,237.3947003173828,237.78237031228343,-0.5623690915803081,0,-0.5360761141081696,-0.17469909667968864,-0.9237461090087891,237.22000122070312,237.78237031228343,237.24629419817526,237.60767121560374,236.85862420327464,,,,,21064,-0.5360761141081696,,,,,,,-1.541540571534286,-0.8838833778681108,-0.3527401412364346,,,,,,,,,,,,,,,
65,2,1,237.66000366210937,21,21065,237.66000366210937,237.4112491607666,237.3947003173828,237.78237031228343,-0.12236665017405812,0,0.6364244962433929,0.26530334472656136,0.24875450134277344,237.66000366210937,237.78237031228343,238.41879480852683,238.04767365701,238.0311248136262,,,,,21065,0.6364244962433929,,,,,,,-6.039038130128036,-5.381380936461861,-4.850237699830185,,,,,,,,,,,,,,,
66,2,1,239.5500030517578,21,21066,239.5500030517578,238.07999992370605,237.3947003173828,237.78237031228343,1.7676327394743794,0,1.8576731229523773,2.155302734374999,1.4700031280517578,239.5500030517578,237.78237031228343,239.6400434352358,239.93767304665843,239.2523734403352,,,,,21066,1.8576731229523773,,,,,,,-0.36779255517686416,0.2898646384893111,0.8210078751209873,,,,,,,,,,,,,,,
67,2,1,239.39999389648437,21,21067,239.39999389648437,237.49999809265137,237.3947003173828,237.78237031228343,1.6176235842009419,0,2.2876657987336273,2.0052935791015614,1.8999958038330078,239.39999389648437,237.78237031228343,240.07003611101706,239.787663891385,239.68236611611644,,,,,21067,2.2876657987336273,,,,,,,-1.8377937758799892,-1.180136582213814,-0.6489933455821377,,,,,,,,,,,,,,,
68,2,1,239.1199951171875,21,21068,239.1199951171875,237.77625274658203,237.3947003173828,237.78237031228343,1.3376248049040669,0,1.7314123655060882,1.7252947998046864,1.3437423706054687,239.1199951171875,237.78237031228343,239.51378267778952,239.50766511208812,239.1261126828889,,,,,21068,1.7314123655060882,,,,,,,-2.444035002076278,-1.786377808410103,-1.2552345717784268,,,,,,,,,,,,,,,
69,2,1,236.61000061035156,21,21069,236.61000061035156,237.1733899352215,237.3947003173828,237.78237031228343,-1.1723697019318706,0,-0.1757193299693256,-0.7846997070312511,-0.5633893248699451,236.61000061035156,237.78237031228343,237.6066509823141,236.99767060525218,237.2189809874135,,,,,21069,-0.1757193299693256,,,,,,,-1.8511819563407546,-1.1935247626745793,-0.6623815260429031,,,,,,,,,,,,,,,
70,2,1,239.2100067138672,21,21070,239.2100067138672,238.16000175476074,237.3947003173828,237.78237031228343,1.4276364015837544,0,1.4376749540070648,1.8153063964843739,1.0500049591064453,239.2100067138672,237.78237031228343,239.2200452662905,239.5976767087678,238.83237527138988,,,,,21070,1.4376749540070648,,,,,,,-0.09778828271592666,0.5598689109502486,1.0910121475819248,,,,,,,,,,,,,,,
71,2,1,238.5500030517578,21,21071,238.5500030517578,237.4950008392334,237.3947003173828,237.78237031228343,0.7676327394743794,0,1.4426722074250335,1.1553027343749989,1.055002212524414,238.5500030517578,237.78237031228343,239.22504251970847,238.93767304665843,238.83737252480785,,,,,21071,1.4426722074250335,,,,,,,1.3472114121082919,2.004868605774467,2.5360118424061433,,,,,,,,,,,,,,,
72,2,1,239.24000549316406,21,21072,239.24000549316406,237.99374961853027,237.3947003173828,237.78237031228343,1.4576351808806294,0,1.6339258695344085,1.8453051757812489,1.246255874633789,239.24000549316406,237.78237031228343,239.41629618181784,239.62767548806468,239.02862618691722,,,,,21072,1.6339258695344085,,,,,,,0.3084693466786046,0.9661265403447799,1.497269776976456,,,,,,,,,,,,,,,
73,2,1,238.55999755859375,21,21073,238.55999755859375,237.81625175476074,237.3947003173828,237.78237031228343,0.7776272463103169,0,1.1314157987336273,1.1652972412109364,0.7437458038330078,238.55999755859375,237.78237031228343,238.91378611101706,238.94766755349437,238.52611611611644,,,,,21073,1.1314157987336273,,,,,,,-0.8740333999034267,-0.2163762062372514,0.3147670303944248,,,,,,,,,,,,,,,
74,2,1,238.0800018310547,21,21074,238.0800018310547,237.46249771118164,237.3947003173828,237.78237031228343,0.2976315187712544,0,1.0051741147736664,0.6853015136718739,0.6175041198730469,238.0800018310547,237.78237031228343,238.7875444270571,238.4676718259553,238.39987443215648,,,,,21074,1.0051741147736664,,,,,,,0.3997188126209874,1.0573760062871627,1.5885192429188388,,,,,,,,,,,,,,,
75,2,1,239.25,21,21075,239.25,237.97875213623047,237.3947003173828,237.78237031228343,1.4676296877165669,0,1.6589178586701507,1.8552996826171864,1.2712478637695313,239.25,237.78237031228343,239.44128817095358,239.63766999490062,239.05361817605296,,,,,21075,1.6589178586701507,,,,,,,0.08346133581434678,0.741118529480522,1.2722617661121982,,,,,,,,,,,,,,,
76,2,1,238.5500030517578,21,21076,238.5500030517578,237.85000038146973,237.3947003173828,237.78237031228343,0.7676327394743794,0,1.0876726651887054,1.1553027343749989,0.7000026702880859,238.5500030517578,237.78237031228343,238.87004297747214,238.93767304665843,238.48237298257152,,,,,21076,1.0876726651887054,,,,,,,-0.9377960646983485,-0.2801388710321733,0.2510043655995029,,,,,,,,,,,,,,,
77,2,1,239.16000366210937,21,21077,239.16000366210937,238.25,237.3947003173828,237.78237031228343,1.3776333498259419,0,1.2976736570099945,1.7653033447265614,0.910003662109375,239.16000366210937,237.78237031228343,239.08004396929343,239.54767365701,238.6923739743928,,,,,21077,1.2976736570099945,,,,,,,-1.3077816451426845,-0.6501244514765092,-0.11898121484483304,,,,,,,,,,,,,,,
78,2,1,239.6300048828125,21,21078,239.6300048828125,238.08250045776367,237.3947003173828,237.78237031228343,1.8476345705290669,0,1.9351744199494476,2.2353045654296864,1.5475044250488281,239.6300048828125,237.78237031228343,239.71754473223288,240.01767487771312,239.32987473733226,,,,,21078,1.9351744199494476,,,,,,,0.5797038590077062,1.2373610526738814,1.7685042893055576,,,,,,,,,,,,,,,
79,2,1,237.9600067138672,21,21079,237.9600067138672,237.1425018310547,237.3947003173828,237.78237031228343,0.17763640158375438,0,1.2051748777131195,0.5653063964843739,0.8175048828125,237.9600067138672,237.78237031228343,238.98754518999655,238.3476767087678,238.59987519509593,,,,,21079,1.2051748777131195,,,,,,,1.0797153030995028,1.737372496765678,2.2685157333973542,,,,,,,,,,,,,,,
80,2,1,239.6300048828125,21,21080,239.6300048828125,238.05749893188477,237.3947003173828,237.78237031228343,1.8476345705290669,0,1.9601759458283539,2.2353045654296864,1.5725059509277344,239.6300048828125,237.78237031228343,239.7425462581118,240.01767487771312,239.35487626321117,,,,,21080,1.9601759458283539,,,,,,,-0.03529400476182509,0.6223631889043502,1.1535064255360263,,,,,,,,,,,,,,,
